1008,2020/12/25 11:34:05,123456000000030100134035,e200680b00004005ee9270e5,0040,83,1,90,30
1009,2020/12/25 11:34:05,123456000000030100024284,e200680b000040095e746015,8040,82,1,90,30
1010,2020/12/25 11:34:06,123456000000030100134035,e200680b00004005ee9270e5,0040,84,1,90,30
1011,2020/12/25 11:34:06,123456000000030100134035,e200680b00004005ee9270e5,0040,81,1,90,30
1012,2020/12/25 11:34:06,123456000000030100024296,e200680b000040095e737460,8040,83,1,90,30
1013,2020/12/25 11:34:06,123456000000030100024284,e200680b000040095e746015,8040,79,1,90,30
1014,2020/12/25 11:34:06,123456000000030100024296,e200680b000040095e737460,8040,77,1,90,30
1015,2020/12/25 11:34:06,123456789000000000000047,e200680b000040095e72f4cc,0040,99,1,90,30
1016,2020/12/25 11:34:06,123456789000000000000047,e200680b000040095e72f4cc,0040,98,1,90,30
1017,2020/12/25 11:34:07,123456000000030100134035,e200680b00004005ee9270e5,0040,80,1,90,30
1018,2020/12/25 11:34:07,123456000000030100024284,e200680b000040095e746015,8040,73,1,90,30
1019,2020/12/25 11:34:07,123456789000000000000047,e200680b000040095e72f4cc,0040,98,1,90,30
1020,2020/12/25 11:34:07,123456000000030100024284,e200680b000040095e746015,8040,83,1,90,30
1021,2020/12/25 11:34:07,123456000000030100024300,e200680b000040095e73a815,8040,72,1,90,30
1022,2020/12/25 11:34:07,123456789000000000000047,e200680b000040095e72f4cc,0040,99,1,90,30
1023,2020/12/25 11:34:07,123456789000000000000047,e200680b000040095e72f4cc,0040,98,1,90,30
1024,2020/12/25 11:34:08,123456789000000000000047,e200680b000040095e72f4cc,0040,100,1,90,30
1025,2020/12/25 11:34:08,123456000000030100134035,e200680b00004005ee9270e5,0040,83,1,90,30
1026,2020/12/25 11:34:08,123456000000030100134035,e200680b00004005ee9270e5,0040,80,1,90,30
1027,2020/12/25 11:34:08,123456000000030100134035,e200680b00004005ee9270e5,0040,83,1,90,30
1028,2020/12/25 11:34:08,123456789000000000000047,e200680b000040095e72f4cc,0040,99,1,90,30
1029,2020/12/25 11:34:08,123456789000000000000047,e200680b000040095e72f4cc,0040,100,1,90,30
1030,2020/12/25 11:34:08,123456000000030100024296,e200680b000040095e737460,8040,74,1,90,30
1031,2020/12/25 11:34:09,123456789000000000000047,e200680b000040095e72f4cc,0040,100,1,90,30
